type,uri,element,value
collectionobjects,/collectionobjects/96d2cb27-eae1-4e0d-a9c5,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/97dea030-c2d7-4c23-b374,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a3615013-2f36-40cc-b7fa,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/0ad6aa80-0ad2-4e22-9f21,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/78135ee6-e34c-4430-8d26,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/da270f2d-ca27-4466-b7f4,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/6b138cd3-b092-4363-a888,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/aa77196e-c9c8-4425-93eb,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b28b0ad8-fbf4-432b-8ab4,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/49ba8efa-120a-433d-877a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ee3616d5-8a65-4376-9224,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/183c2f80-40a2-4d6d-b6cb,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d09301e7-34e2-4fa8-99b0,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/384382e2-0bed-4f15-a278,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c44f6fc9-69d5-4909-8a76,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2924db4a-7a06-457b-8394,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/8ab2bc71-9a24-49d0-995a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/434fdcad-6b5c-481d-8fb4,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/40046a8b-bec1-4af3-bdb3,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3c3680f2-22a2-4066-a734,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/982e1a94-cc48-47ec-bbeb,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4d180435-afb0-4c34-b8a7,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/34f1666b-c05c-4000-aecf,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/cec8c3bc-7878-4b9c-8511,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c23ef9e4-5735-4fdc-847b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f5eb82c1-eec9-4b84-b7b3,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e285c2f0-6249-4f2f-b5b3,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ee32543d-7467-4609-9e96,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/87da768f-5c56-4e96-9a00,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f78a73a0-3ef5-438d-8de6,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f513f50f-f45b-4ce7-9334,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3c2b9c6e-480b-4c01-b8f4,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/61fe1963-37a4-46c1-840d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/8d7aef53-631c-44c4-95d2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1ed7df1a-599c-4c27-9482,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/fee2f450-c9c4-49ec-b67b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/7fcb3109-c063-44f0-8882,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f09e0218-16b4-4f84-be12,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/72b70476-75f8-46ab-96c2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/7c1277de-4342-49c5-845e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a65b7cfd-4acc-4407-aa2e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ba97768d-a23c-448c-8444,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b5794802-0d24-40da-9ee1,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/12c55bd6-d748-42c8-9b3d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/88be0c33-18ba-4213-afcf,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/fd8f639e-76e1-4e9a-9e6e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9e203b0e-fbf2-4bd3-8342,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/5a927945-013e-41ca-b144,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d4cc2700-9e9d-4e0f-ab91,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c9ef0dc3-c289-49b2-a489,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/060c9413-85d2-49e3-b754,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4731be58-a4a5-4f99-bd09,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ebfac441-19c1-4898-8c2d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f914305e-2d70-4f12-a1f9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ab83a3a8-50e2-4710-ab7f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/30c564b8-3bec-43df-a2a3,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d5e21439-88ae-4d7f-bf98,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/5dde4783-fbd2-47e0-b8ed,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/29dd5e3f-d64b-4939-8261,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f1fb99d0-373f-42bb-a454,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/04f8ab90-4113-4937-8513,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/5fde30de-e9c8-4602-af73,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9bd1d894-5a3b-409f-8a6f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/75ee486d-0c85-4a93-ad9e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/49a263a2-03c4-4b2e-acd7,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/77358c2a-e17a-471d-9a75,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d6db8ad6-fd44-46f2-8f69,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/55a3e48a-186f-4547-ac3d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/74161d85-9e7f-4320-8abb,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c8aa12e1-f1e5-46a3-9be4,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/61d5b66a-43b4-4602-9b4f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f1cd6779-fc5e-48f0-bfe4,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4814f9f2-9587-4a5e-81b5,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/602fc756-0c5b-42ef-a6c7,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/51614c22-0362-4883-b83d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/88731f04-81e4-49e2-aead,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c7962d0e-dc89-425b-ae80,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/96735f96-c682-4ff3-bf49,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/aaeb04a8-bc83-45de-abdf,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/7d3ff32c-16a3-400a-91ef,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/5f08e795-7008-4361-a592,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ee890574-f8fc-475f-aa55,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d519d039-78e1-497a-ba94,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/54867a47-e3a7-4a04-be4b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9d945bff-65a9-403d-b595,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c79591d4-fff0-4368-ba70,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3f772d25-2a25-4b54-8a81,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4b8d7192-21af-4509-b392,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d9fb0cdc-4267-49ac-bd19,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2a6bef09-963c-433a-ba7b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3b720922-a498-4ccd-b83c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b702d1a5-3f58-4395-b613,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/0ea8746b-6247-49fe-8e8f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/6f28f77a-0211-43a1-becc,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1209e0a2-873e-4b5a-8e15,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c6c6b76a-8f11-4a7d-ab4c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/876471e9-f47e-4376-85af,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/5d1b2766-61fc-41bd-af7d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1fb4a33f-6871-4c48-b09c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/916f3794-0675-480b-a72d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/5822918f-48ef-45ff-b6d5,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ca0976d4-888a-4cb4-a3be,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a36aa23b-d48d-4a2b-b323,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/fbcba881-e1a2-4beb-a98e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c2dbe6a7-8218-4683-8c39,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c6a383af-71f7-46c9-a745,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/cd3fb06c-174e-4120-8d89,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/65f3a39e-53d0-4aa7-9cc8,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e4bda152-d995-4a1a-b0a7,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/71a1167d-f2af-43c9-9c07,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/796a68b2-d02a-4e58-958e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a3b4f90d-a4b0-4e97-ab48,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3808d232-f5a3-4b45-9bbe,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/0566770b-2220-4eaa-87fb,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b472201f-5dbb-4b1d-9e8b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c06623aa-aacc-4213-8ac6,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/880c0f3e-005b-4d55-a33b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/16aab440-0d15-4111-9abd,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/392986c6-d5bc-4f61-9070,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a275582f-3239-4659-9180,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4432fed9-80e3-47fd-8afb,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b43be6aa-5588-4b1a-835c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d29fcf77-a950-44ca-8344,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/d4914473-80a5-450e-8450,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b94aae32-8ddf-4b92-a1fc,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f4c919aa-f87a-4564-ad0d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/eb058f9e-107d-4488-a0c5,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/7b98b55e-87aa-4eb4-960e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c9d06abd-addb-4433-a4f2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3ce7d0c1-16fa-4ad4-8638,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/cc16b7f2-8a7b-4f9e-8fda,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c6942e83-b2c5-47be-a4c9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1119d0bb-9fe1-42fa-94bc,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/edf73d34-5120-42d5-bd74,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/730e3689-72b3-4869-877a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2922db12-c079-4e60-8aee,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/7e8e1e2d-63c4-4332-b471,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/75cc4582-d63b-4fdd-aabd,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/6a8984a3-106c-4489-a618,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f94d51ae-5304-4589-a441,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/da3d5330-d032-482c-b1e9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b0f8caf9-23df-4609-930c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c5464224-e9af-4b8b-bac2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/0f3857c8-ac7d-4055-ad4b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e8fe92cb-19e6-4706-a45b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e599f71b-59a3-4862-97a2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c51fe61d-26f4-4584-afc9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/7cfcadfb-4a29-4d1c-8387,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f7cd39cf-4e6b-4d92-835b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b52e4ffc-bfca-4239-816e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ac94e8d1-0cfa-4a5d-892a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/79697cdb-fc2c-463b-aff1,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/51f4a44c-b232-43fa-aeab,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/710cc1fd-e7c6-4e46-b9bf,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/35c4956e-2422-4ab7-a83a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b52238ee-a208-4799-a3b7,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/812edee6-e716-4cbe-a723,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/94569f12-2855-4c7a-bb1d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/09828c7a-f035-4f34-be1a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/00ec4a31-0ee7-4969-83f3,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3cd03977-9ede-4362-b24a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ea453a58-f3d3-4282-8fd3,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b48026a4-9c07-403c-b2bf,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/48c8d96f-ab3e-40f4-95f0,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b4a25517-d555-4425-8217,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a6fc618a-b383-4058-8d67,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e20a9b3b-350b-4b47-b53f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/24624d1d-9336-47b4-9af3,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a6ca99da-fce2-4c37-ba61,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/83cc7f10-df66-43ec-ba55,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/50f3a735-6165-4c91-8c3f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2a636189-65c4-4a93-8242,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/452acf52-5b6e-4c34-ba48,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/92f64950-a146-48e6-9214,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/6932095f-02d2-4eae-95be,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/be384125-ecfc-488a-ba18,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4d3591da-3c2c-4dcf-8821,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4dd5c38a-176e-4e84-9992,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/92e95051-7989-4b26-a785,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c5015af2-8a60-4bce-9927,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/de3e3a13-c6ee-45c8-953f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/87e85c3d-ae3f-4fe5-b559,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/853999f4-4115-4fa4-9967,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/92e626da-3851-43f8-bffb,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ba8fd14e-f69e-4a49-8682,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ccb198a3-06b9-4a72-abee,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/98756f17-a4ea-4371-b4de,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/841ca9aa-4459-4304-bf55,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c9a6a773-1121-4d29-ad5e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/19892524-ee1d-448a-a9b3,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/8ab07212-3bb1-43dc-8330,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1bf45ea6-8941-40f5-9eda,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1fae2908-9ffb-4683-8dc1,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a43dcff0-35e1-4367-8125,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ce1243c2-6258-4ce7-acd3,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2c5ebcc0-986f-42ca-a245,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e740f87b-85ed-4b8e-aaa8,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3e4851c5-2309-48fc-8904,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/475f419f-2293-4deb-977a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/88efae9f-6274-4c7a-8afa,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/59fef90b-a97e-47d0-a52b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/8287760e-ffc3-4e2d-81fe,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f40eb3cf-b023-4482-9a5b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/82a4689b-abbb-44d2-903d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/7261fc19-98c5-43fa-8fd2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3836e7f0-8775-44b7-b738,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/5cdddcd8-1fa7-4ec5-a4f9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9ebc2a4c-2406-40f0-8fad,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/735237e4-cc6f-4d1c-b1d5,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9b3c1b4d-4680-4a1c-b936,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/0f300886-d27f-42ac-922f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/88db66e5-448f-4199-b70f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a9544516-96f5-4473-a663,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b9ea6dce-b0ce-4aab-8b45,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/991e6f45-4bc5-4ca1-984f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/bd48a494-a310-4130-b96d,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e95e57d7-a5aa-4772-9295,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/2f6a8d51-26e5-40bc-9cb8,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/dea0b41a-ed54-4ec0-929b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b875a8f2-0bb3-4a1f-9c6f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/38458602-4ed0-4091-b380,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/741b2ff5-8ae5-4c52-bcc4,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/3612b217-1408-4fc0-b244,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/355cbc17-bcce-408f-a488,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/98f1d9e3-0f90-48c4-b259,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/5203af01-4aea-4c87-94ea,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/875d0b24-ec98-4387-baad,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/fcfb75e5-2449-4a1b-b5d7,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/a278c789-1216-4c04-9ac9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/235f1c3b-35ce-4129-a0e2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/89c4c4d6-d186-41a0-a271,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/8249e1f9-7fb1-4975-8e10,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/37df10f4-7721-498e-9c97,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ebee5131-4aca-4579-93ec,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1d411fd6-9d64-4008-8a9b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/afcd7191-1666-4957-b5e2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/bb9058c6-e929-405f-9cdc,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/158f3143-09fc-4a1f-afb7,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/09ee612a-7769-4f43-bfa0,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/79059c4b-41d5-4bcd-95ea,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1aea1e8e-58a0-4013-9aad,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/baaa453b-e424-4c77-99de,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/71794d71-0231-4a1e-8f29,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/dec1c928-0067-4394-beca,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/07577ed3-e238-4f74-b4ad,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/12a75243-11a7-44ba-af61,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f523c2be-d6cd-46dc-8962,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e4b39b9f-356f-48ab-82d1,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/bcf9794b-4611-42ca-9529,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b715a75b-7eaa-4c21-b8da,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ceae1915-74cf-426a-be1a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/74ce9bfb-4fc7-4af9-9ee7,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f3f8b16c-ed75-4bfd-8d86,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/fb66439d-2c9a-47a4-8deb,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9e76e0b0-beae-4bff-bf95,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ff5e53d1-143b-40d0-a577,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/bb5cc202-2c79-439d-940e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/59a19802-6617-41cd-bc1e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c1009d16-6e48-4c44-99c6,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/8ae2ec51-c650-4baf-82b3,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/6e0da9ea-7fc6-4122-82de,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/91994e6c-8ebe-450c-8a85,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f10e6067-744a-4250-85d6,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/bcacb502-6242-4cd3-8b62,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/34cdc4da-fd5d-48c2-8d92,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/67746487-7f30-470e-a41c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/578746c2-99eb-4a77-9df8,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ddcb9079-fd32-4510-9887,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/8c7616f3-9c19-4b6c-a7cf,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/67d62023-145d-40c0-826b,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9c0cc47a-b96f-458b-b33a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/1e46c005-8ce2-4c5c-95d9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/577af462-086f-44c6-af77,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/66b6d95e-e5fd-4eb4-95cd,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/c857a311-d285-4652-8fd9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/ce888d06-60f9-4830-8a20,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/7f957f67-74e2-4132-8f5c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/44edecff-2a4d-4f59-aeec,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b6646c6b-7b87-4205-b134,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/cc011575-ee33-42b2-b93e,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/7d91317b-51fb-4a2c-8e83,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/0cafc5ee-fbbd-425f-b87a,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/f21f6f61-5518-4ae4-8cbe,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/6d2be54d-8d7d-4239-b4ca,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/21bebe54-ffaf-4ba0-8d32,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/cb836d9a-66a5-49d0-b36c,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b6b4cbcc-459d-489c-8ac9,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/79de4bde-44e2-476b-9cae,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9fb55919-6dd0-4248-8fe2,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/e20d3cb6-33df-4259-9651,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/aec19ec2-fb56-4858-9566,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/56ec8469-46ae-47e8-a165,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/9f7e291a-82c9-4bca-aebf,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/858614ac-bb6d-4373-8b0f,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/4e97dc23-1eff-4eee-83e4,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/dd713a4b-cdad-4965-b2c5,responsibleDepartment,artcollection
collectionobjects,/collectionobjects/b47ba9c4-020f-4f54-b15b,responsibleDepartment,artcollection
